Affect1,Affect2,Affect3,subject,pronoun,approach,valence_raw,valence_category,spotify_seed,spotify_prompt,weather,feeling
Anger,Withdrawing,Surprise,{{subject}},{{pronoun}},"{{subject}} evokes feelings of protective heat at the edges of your tolerance, mingled with a need for space and toned by a sharp jolt. Underneath, your system may be trying to defend what matters or push back where something feels off.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heat and the the need for space, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.",-0.56,Strongly Negative,"seed_genres=metal,hardcore&target_valence=0.22&target_energy=0.74","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel intense, boundary-protective energy, secondary feel distant, spacious feeling, and coloring sudden, shifting feel. Use these parameters when possible: seed_genres=metal,hardcore&target_valence=0.22&target_energy=0.74. Return the single best matching track.","Atmospheric conditions around {subject} show a high-intensity storm line interacting with expanding empty pockets, producing variable patterns. A a brief flicker in the upper air is expected to persist through the period, shaping the overall outlook for this area.",Fire | Retreating | New
Anger,Sadness,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of protective heat at the edges of your tolerance, mingled with soft heaviness and toned by steady interest. Underneath, your system may be trying to defend what matters or push back where something feels off.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heat and the heaviness, and let the interest gently invite you to stay curious without rushing your next move.",-0.6000000000000000,Strongly Negative,"seed_genres=metal,hardcore&target_valence=0.20&target_energy=0.74","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel intense, boundary-protective energy, secondary feel slow, melancholic mood, and coloring curious, exploratory energy. Use these parameters when possible: seed_genres=metal,hardcore&target_valence=0.20&target_energy=0.74. Return the single best matching track.","Atmospheric conditions around {subject} show a compressed hot band interacting with slow trailing showers, producing variable patterns. A a light exploratory shimmer aloft is expected to persist through the period, shaping the overall outlook for this area.",Fire | Grieving | Flexible
Anger,Sadness,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of protective heat at the edges of your tolerance, mingled with soft heaviness and toned by an inner no. Underneath, your system may be trying to defend what matters or push back where something feels off.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heat and the heaviness, and use the the inner no to sort what belongs close and what needs more distance.",-1.0,Strongly Negative,"seed_genres=metal,hardcore&target_valence=0.00&target_energy=0.70","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel intense, boundary-protective energy, secondary feel slow, melancholic mood, and coloring harsh, rejecting tone. Use these parameters when possible: seed_genres=metal,hardcore&target_valence=0.00&target_energy=0.70. Return the single best matching track.","Atmospheric conditions around {subject} show a compressed hot band interacting with slow trailing showers, producing variable patterns. A a thin acidic drift at altitude is expected to persist through the period, shaping the overall outlook for this area.",Fire | Grieving | Decisive
Anger,Sadness,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of protective heat at the edges of your tolerance, mingled with soft heaviness and toned by a small collapse inside. Underneath, your system may be trying to defend what matters or push back where something feels off.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heat and the heaviness, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",-1.0,Strongly Negative,"seed_genres=metal,hardcore&target_valence=0.00&target_energy=0.70","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel intense, boundary-protective energy, secondary feel slow, melancholic mood, and coloring fragile, sinking tone. Use these parameters when possible: seed_genres=metal,hardcore&target_valence=0.00&target_energy=0.70. Return the single best matching track.","Atmospheric conditions around {subject} show a heated boundary front interacting with muted rain bands, producing variable patterns. A a low dim undertone in the field is expected to persist through the period, shaping the overall outlook for this area.",Fire | Grieving | Quiet
Anger,Sadness,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of protective heat at the edges of your tolerance, mingled with soft heaviness and toned by tight caution. Underneath, your system may be trying to defend what matters or push back where something feels off.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heat and the heaviness, and honor the caution by moving in small steps and checking what feels safe as you go.",-1.0,Strongly Negative,"seed_genres=metal,hardcore&target_valence=0.00&target_energy=0.70","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel intense, boundary-protective energy, secondary feel slow, melancholic mood, and coloring tense, cautious mood. Use these parameters when possible: seed_genres=metal,hardcore&target_valence=0.00&target_energy=0.70. Return the single best matching track.","Atmospheric conditions around {subject} show a high-intensity storm line interacting with slow trailing showers, producing variable patterns. A a cooling shadow line overhead is expected to persist through the period, shaping the overall outlook for this area.",Fire | Grieving | Cautious
Anger,Sadness,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of protective heat at the edges of your tolerance, mingled with soft heaviness and toned by warm lift. Underneath, your system may be trying to defend what matters or push back where something feels off.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heat and the heaviness, and let the warmth soften the edges so you can stay present without forcing anything.",-0.6000000000000000,Strongly Negative,"seed_genres=metal,hardcore&target_valence=0.20&target_energy=0.74","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel intense, boundary-protective energy, secondary feel slow, melancholic mood, and coloring warm, uplifting tone. Use these parameters when possible: seed_genres=metal,hardcore&target_valence=0.20&target_energy=0.74. Return the single best matching track.","Atmospheric conditions around {subject} show a high-intensity storm line interacting with slow trailing showers, producing variable patterns. A a quiet bright layer above is expected to persist through the period, shaping the overall outlook for this area.",Fire | Grieving | Open
Anger,Sadness,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of protective heat at the edges of your tolerance, mingled with soft heaviness and toned by a need for space. Underneath, your system may be trying to defend what matters or push back where something feels off.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heat and the heaviness, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",-0.8400000000000000,Strongly Negative,"seed_genres=metal,hardcore&target_valence=0.08&target_energy=0.72","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel intense, boundary-protective energy, secondary feel slow, melancholic mood, and coloring distant, spacious feeling. Use these parameters when possible: seed_genres=metal,hardcore&target_valence=0.08&target_energy=0.72. Return the single best matching track.","Atmospheric conditions around {subject} show a heated boundary front interacting with slow trailing showers, producing variable patterns. A a broad quiet layer at the margins is expected to persist through the period, shaping the overall outlook for this area.",Fire | Grieving | Objective
Anger,Sadness,Surprise,{{subject}},{{pronoun}},"{{subject}} evokes feelings of protective heat at the edges of your tolerance, mingled with soft heaviness and toned by a sharp jolt. Underneath, your system may be trying to defend what matters or push back where something feels off.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heat and the heaviness, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.",-0.8,Strongly Negative,"seed_genres=metal,hardcore&target_valence=0.10&target_energy=0.72","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel intense, boundary-protective energy, secondary feel slow, melancholic mood, and coloring sudden, shifting feel. Use these parameters when possible: seed_genres=metal,hardcore&target_valence=0.10&target_energy=0.72. Return the single best matching track.","Atmospheric conditions around {subject} show a high-intensity storm line interacting with slow trailing showers, producing variable patterns. A a patchy scattering pattern aloft is expected to persist through the period, shaping the overall outlook for this area.",Fire | Grieving | New
Anger,Surprise,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of protective heat at the edges of your tolerance, mingled with a sharp jolt and toned by steady interest. Underneath, your system may be trying to defend what matters or push back where something feels off.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heat and the the jolt, and let the interest gently invite you to stay curious without rushing your next move.",-0.3,Gently Negative,"seed_genres=metal,hardcore&target_valence=0.35&target_energy=0.77","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel intense, boundary-protective energy, secondary feel sudden, shifting feel, and coloring curious, exploratory energy. Use these parameters when possible: seed_genres=metal,hardcore&target_valence=0.35&target_energy=0.77. Return the single best matching track.","Atmospheric conditions around {subject} show a high-intensity storm line interacting with scattered short bursts, producing variable patterns. A thin curiosity haze is expected to persist through the period, shaping the overall outlook for this area.",Fire | Clearing | Flexible
Anger,Surprise,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of protective heat at the edges of your tolerance, mingled with a sharp jolt and toned by an inner no. Underneath, your system may be trying to defend what matters or push back where something feels off.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heat and the the jolt, and use the the inner no to sort what belongs close and what needs more distance.",-0.7,Strongly Negative,"seed_genres=metal,hardcore&target_valence=0.15&target_energy=0.73","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel intense, boundary-protective energy, secondary feel sudden, shifting feel, and coloring harsh, rejecting tone. Use these parameters when possible: seed_genres=metal,hardcore&target_valence=0.15&target_energy=0.73. Return the single best matching track.","Atmospheric conditions around {subject} show a compressed hot band interacting with scattered short bursts, producing variable patterns. A a sharp edge in the higher air is expected to persist through the period, shaping the overall outlook for this area.",Fire | Clearing | Decisive
Anger,Surprise,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of protective heat at the edges of your tolerance, mingled with a sharp jolt and toned by a small collapse inside. Underneath, your system may be trying to defend what matters or push back where something feels off.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heat and the the jolt, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",-0.7,Strongly Negative,"seed_genres=metal,hardcore&target_valence=0.15&target_energy=0.73","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel intense, boundary-protective energy, secondary feel sudden, shifting feel, and coloring fragile, sinking tone. Use these parameters when possible: seed_genres=metal,hardcore&target_valence=0.15&target_energy=0.73. Return the single best matching track.","Atmospheric conditions around {subject} show a compressed hot band interacting with scattered short bursts, producing variable patterns. A a low dim undertone in the field is expected to persist through the period, shaping the overall outlook for this area.",Fire | Clearing | Quiet
Anger,Surprise,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of protective heat at the edges of your tolerance, mingled with a sharp jolt and toned by tight caution. Underneath, your system may be trying to defend what matters or push back where something feels off.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heat and the the jolt, and honor the caution by moving in small steps and checking what feels safe as you go.",-0.7,Strongly Negative,"seed_genres=metal,hardcore&target_valence=0.15&target_energy=0.73","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel intense, boundary-protective energy, secondary feel sudden, shifting feel, and coloring tense, cautious mood. Use these parameters when possible: seed_genres=metal,hardcore&target_valence=0.15&target_energy=0.73. Return the single best matching track.","Atmospheric conditions around {subject} show a high-intensity storm line interacting with scattered short bursts, producing variable patterns. A a narrow watchful band at higher levels is expected to persist through the period, shaping the overall outlook for this area.",Fire | Clearing | Cautious
Anger,Surprise,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of protective heat at the edges of your tolerance, mingled with a sharp jolt and toned by warm lift. Underneath, your system may be trying to defend what matters or push back where something feels off.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heat and the the jolt, and let the warmth soften the edges so you can stay present without forcing anything.",-0.3,Gently Negative,"seed_genres=metal,hardcore&target_valence=0.35&target_energy=0.77","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel intense, boundary-protective energy, secondary feel sudden, shifting feel, and coloring warm, uplifting tone. Use these parameters when possible: seed_genres=metal,hardcore&target_valence=0.35&target_energy=0.77. Return the single best matching track.","Atmospheric conditions around {subject} show a heated boundary front interacting with brief unexpected shifts, producing variable patterns. A a soft warming undercurrent is expected to persist through the period, shaping the overall outlook for this area.",Fire | Clearing | Open
Anger,Surprise,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of protective heat at the edges of your tolerance, mingled with a sharp jolt and toned by a need for space. Underneath, your system may be trying to defend what matters or push back where something feels off.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heat and the the jolt, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",-0.54,Strongly Negative,"seed_genres=metal,hardcore&target_valence=0.23&target_energy=0.75","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel intense, boundary-protective energy, secondary feel sudden, shifting feel, and coloring distant, spacious feeling. Use these parameters when possible: seed_genres=metal,hardcore&target_valence=0.23&target_energy=0.75. Return the single best matching track.","Atmospheric conditions around {subject} show a compressed hot band interacting with brief unexpected shifts, producing variable patterns. A an open still band on the horizon is expected to persist through the period, shaping the overall outlook for this area.",Fire | Clearing | Objective
Anger,Surprise,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of protective heat at the edges of your tolerance, mingled with a sharp jolt and toned by soft heaviness. Underneath, your system may be trying to defend what matters or push back where something feels off.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the heat and the the jolt, and treat the heaviness as a signal to slow down and stay close to what really matters here.",-0.7,Strongly Negative,"seed_genres=metal,hardcore&target_valence=0.15&target_energy=0.73","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel intense, boundary-protective energy, secondary feel sudden, shifting feel, and coloring slow, melancholic mood. Use these parameters when possible: seed_genres=metal,hardcore&target_valence=0.15&target_energy=0.73. Return the single best matching track.","Atmospheric conditions around {subject} show a compressed hot band interacting with scattered short bursts, producing variable patterns. A a soft descending mist layer is expected to persist through the period, shaping the overall outlook for this area.",Fire | Clearing | Tender
Curiosity,Anger,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with protective heat, and colored by an inner no. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the heat, and use the the inner no to sort what belongs close and what needs more distance.",0.0,Mixed / Neutral,"seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel curious, exploratory energy, secondary feel intense, boundary-protective energy, and coloring harsh, rejecting tone. Use these parameters when possible: seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60. Return the single best matching track.","Atmospheric conditions around {subject} show a rising exploratory current interacting with a pressing hot strip, producing variable patterns. A a sharp edge in the higher air is expected to persist through the period, shaping the overall outlook for this area.",Question | Defending | Decisive
Curiosity,Anger,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with protective heat, and colored by a small collapse inside. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the heat, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",0.0,Mixed / Neutral,"seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel curious, exploratory energy, secondary feel intense, boundary-protective energy, and coloring fragile, sinking tone. Use these parameters when possible: seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60. Return the single best matching track.","Atmospheric conditions around {subject} show a light searching flow interacting with a pressing hot strip, producing variable patterns. A a settling hush near the ground is expected to persist through the period, shaping the overall outlook for this area.",Question | Defending | Quiet
Curiosity,Anger,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with protective heat, and colored by tight caution. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the heat, and honor the caution by moving in small steps and checking what feels safe as you go.",0.0,Mixed / Neutral,"seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel curious, exploratory energy, secondary feel intense, boundary-protective energy, and coloring tense, cautious mood. Use these parameters when possible: seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60. Return the single best matching track.","Atmospheric conditions around {subject} show a rising exploratory current interacting with a pressing hot strip, producing variable patterns. A a narrow watchful band at higher levels is expected to persist through the period, shaping the overall outlook for this area.",Question | Defending | Cautious
Curiosity,Anger,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with protective heat, and colored by warm lift. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the heat, and let the warmth soften the edges so you can stay present without forcing anything.",0.4,Gently Positive,"seed_genres=indie-rock,art-pop&target_valence=0.70&target_energy=0.64","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel curious, exploratory energy, secondary feel intense, boundary-protective energy, and coloring warm, uplifting tone. Use these parameters when possible: seed_genres=indie-rock,art-pop&target_valence=0.70&target_energy=0.64. Return the single best matching track.","Atmospheric conditions around {subject} show a shifting inquiry front interacting with a tense, loaded boundary, producing variable patterns. A a soft warming undercurrent is expected to persist through the period, shaping the overall outlook for this area.",Question | Defending | Open
Curiosity,Anger,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with protective heat, and colored by a need for space. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the heat, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",0.16,Gently Positive,"seed_genres=indie-rock,art-pop&target_valence=0.58&target_energy=0.62","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel curious, exploratory energy, secondary feel intense, boundary-protective energy, and coloring distant, spacious feeling. Use these parameters when possible: seed_genres=indie-rock,art-pop&target_valence=0.58&target_energy=0.62. Return the single best matching track.","Atmospheric conditions around {subject} show a rising exploratory current interacting with a tense, loaded boundary, producing variable patterns. A a broad quiet layer at the margins is expected to persist through the period, shaping the overall outlook for this area.",Question | Defending | Objective
Curiosity,Anger,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with protective heat, and colored by soft heaviness. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the heat, and treat the heaviness as a signal to slow down and stay close to what really matters here.",0.0,Mixed / Neutral,"seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel curious, exploratory energy, secondary feel intense, boundary-protective energy, and coloring slow, melancholic mood. Use these parameters when possible: seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60. Return the single best matching track.","Atmospheric conditions around {subject} show a light searching flow interacting with a sharp heated edge, producing variable patterns. A a tender gray overcast above is expected to persist through the period, shaping the overall outlook for this area.",Question | Defending | Tender
Curiosity,Anger,Surprise,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with protective heat, and colored by a sharp jolt. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the heat, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.",0.2,Gently Positive,"seed_genres=indie-rock,art-pop&target_valence=0.60&target_energy=0.62","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel curious, exploratory energy, secondary feel intense, boundary-protective energy, and coloring sudden, shifting feel. Use these parameters when possible: seed_genres=indie-rock,art-pop&target_valence=0.60&target_energy=0.62. Return the single best matching track.","Atmospheric conditions around {subject} show a light searching flow interacting with a pressing hot strip, producing variable patterns. A a brief flicker in the upper air is expected to persist through the period, shaping the overall outlook for this area.",Question | Defending | New
Curiosity,Disgust,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with an inner no, and colored by protective heat. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the the inner no, and let the heat help you name what is okay and what is not as you relate to {subject}.",0.0,Mixed / Neutral,"seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel curious, exploratory energy, secondary feel harsh, rejecting tone, and coloring intense, boundary-protective energy. Use these parameters when possible: seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60. Return the single best matching track.","Atmospheric conditions around {subject} show a shifting inquiry front interacting with a coarse turning gust, producing variable patterns. A a heated residue trailing the system is expected to persist through the period, shaping the overall outlook for this area.",Question | Rejecting | Firm
Curiosity,Disgust,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with an inner no, and colored by a small collapse inside. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the the inner no, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",0.0,Mixed / Neutral,"seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel curious, exploratory energy, secondary feel harsh, rejecting tone, and coloring fragile, sinking tone. Use these parameters when possible: seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60. Return the single best matching track.","Atmospheric conditions around {subject} show a rising exploratory current interacting with harsh particulate air, producing variable patterns. A a low dim undertone in the field is expected to persist through the period, shaping the overall outlook for this area.",Question | Rejecting | Quiet
Curiosity,Disgust,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with an inner no, and colored by tight caution. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the the inner no, and honor the caution by moving in small steps and checking what feels safe as you go.",0.0,Mixed / Neutral,"seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel curious, exploratory energy, secondary feel harsh, rejecting tone, and coloring tense, cautious mood. Use these parameters when possible: seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60. Return the single best matching track.","Atmospheric conditions around {subject} show a rising exploratory current interacting with a coarse turning gust, producing variable patterns. A a cooling shadow line overhead is expected to persist through the period, shaping the overall outlook for this area.",Question | Rejecting | Cautious
Curiosity,Disgust,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with an inner no, and colored by warm lift. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the the inner no, and let the warmth soften the edges so you can stay present without forcing anything.",0.4,Gently Positive,"seed_genres=indie-rock,art-pop&target_valence=0.70&target_energy=0.64","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel curious, exploratory energy, secondary feel harsh, rejecting tone, and coloring warm, uplifting tone. Use these parameters when possible: seed_genres=indie-rock,art-pop&target_valence=0.70&target_energy=0.64. Return the single best matching track.","Atmospheric conditions around {subject} show a light searching flow interacting with a coarse turning gust, producing variable patterns. A a soft warming undercurrent is expected to persist through the period, shaping the overall outlook for this area.",Question | Rejecting | Open
Curiosity,Disgust,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with an inner no, and colored by a need for space. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the the inner no, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",0.16,Gently Positive,"seed_genres=indie-rock,art-pop&target_valence=0.58&target_energy=0.62","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel curious, exploratory energy, secondary feel harsh, rejecting tone, and coloring distant, spacious feeling. Use these parameters when possible: seed_genres=indie-rock,art-pop&target_valence=0.58&target_energy=0.62. Return the single best matching track.","Atmospheric conditions around {subject} show a shifting inquiry front interacting with a coarse turning gust, producing variable patterns. A an open still band on the horizon is expected to persist through the period, shaping the overall outlook for this area.",Question | Rejecting | Objective
Curiosity,Disgust,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with an inner no, and colored by soft heaviness. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the the inner no, and treat the heaviness as a signal to slow down and stay close to what really matters here.",0.0,Mixed / Neutral,"seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel curious, exploratory energy, secondary feel harsh, rejecting tone, and coloring slow, melancholic mood. Use these parameters when possible: seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60. Return the single best matching track.","Atmospheric conditions around {subject} show a light searching flow interacting with a coarse turning gust, producing variable patterns. A a tender gray overcast above is expected to persist through the period, shaping the overall outlook for this area.",Question | Rejecting | Tender
Curiosity,Disgust,Surprise,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with an inner no, and colored by a sharp jolt. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the the inner no, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.",0.2,Gently Positive,"seed_genres=indie-rock,art-pop&target_valence=0.60&target_energy=0.62","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel curious, exploratory energy, secondary feel harsh, rejecting tone, and coloring sudden, shifting feel. Use these parameters when possible: seed_genres=indie-rock,art-pop&target_valence=0.60&target_energy=0.62. Return the single best matching track.","Atmospheric conditions around {subject} show a light searching flow interacting with harsh particulate air, producing variable patterns. A a brief flicker in the upper air is expected to persist through the period, shaping the overall outlook for this area.",Question | Rejecting | New
Curiosity,Dropping,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with a small collapse inside, and colored by protective heat. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the the collapse, and let the heat help you name what is okay and what is not as you relate to {subject}.",0.0,Mixed / Neutral,"seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel curious, exploratory energy, secondary feel fragile, sinking tone, and coloring intense, boundary-protective energy. Use these parameters when possible: seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60. Return the single best matching track.","Atmospheric conditions around {subject} show a light searching flow interacting with sinking trailing clouds, producing variable patterns. A a thin aggressive echo aloft is expected to persist through the period, shaping the overall outlook for this area.",Question | Yielding | Firm
Curiosity,Dropping,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with a small collapse inside, and colored by an inner no. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the the collapse, and use the the inner no to sort what belongs close and what needs more distance.",0.0,Mixed / Neutral,"seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel curious, exploratory energy, secondary feel fragile, sinking tone, and coloring harsh, rejecting tone. Use these parameters when possible: seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60. Return the single best matching track.","Atmospheric conditions around {subject} show a rising exploratory current interacting with sinking trailing clouds, producing variable patterns. A a sharp edge in the higher air is expected to persist through the period, shaping the overall outlook for this area.",Question | Yielding | Decisive
