"Affect1","Affect2","Affect3","approach","valence_raw","valence_category","spotify_seed","spotify_prompt","weather","feeling"
"Disgust","Anger","Sadness","{{subject}} evokes feelings of an inner no that turn you away, blended with protective heat and shaded by soft heaviness. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the heat, and treat the heaviness as a signal to slow down and stay close to what really matters here.","-1.0","Strongly Negative","seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel intense, boundary-protective energy, and coloring slow, melancholic mood. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40. Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with a pressing hot strip, producing variable patterns. A a soft descending mist layer is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while holding boundaries, and keep demands low"
"Disgust","Anger","Surprise","{{subject}} evokes feelings of an inner no that turn you away, blended with protective heat and shaded by a sharp jolt. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the heat, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.","-0.8","Strongly Negative","seed_genres=industrial,noise&target_valence=0.10&target_energy=0.42","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel intense, boundary-protective energy, and coloring sudden, shifting feel. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.10&target_energy=0.42. Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with a pressing hot strip, producing variable patterns. A a brief flicker in the upper air is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while holding boundaries, and stay ready for shifts"
"Disgust","Curiosity","Anger","{{subject}} evokes feelings of an inner no that turn you away, blended with steady interest and shaded by protective heat. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the interest, and let the heat help you name what is okay and what is not as you relate to {subject}.","-0.4","Gently Negative","seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel curious, exploratory energy, and coloring intense, boundary-protective energy. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46. Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with restless tilting currents, producing variable patterns. A a thin aggressive echo aloft is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while using light flexibility, and hold a firm stance"
"Disgust","Curiosity","Dropping","{{subject}} evokes feelings of an inner no that turn you away, blended with steady interest and shaded by a small collapse inside. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the interest, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.","-0.4","Gently Negative","seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel curious, exploratory energy, and coloring fragile, sinking tone. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46. Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with patchy exploratory flow, producing variable patterns. A a low dim undertone in the field is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while using light flexibility, and delay irreversible decisions"
"Disgust","Curiosity","Fear","{{subject}} evokes feelings of an inner no that turn you away, blended with steady interest and shaded by tight caution. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the interest, and honor the caution by moving in small steps and checking what feels safe as you go.","-0.4","Gently Negative","seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel curious, exploratory energy, and coloring tense, cautious mood. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46. Return the single best matching track.","Atmospheric conditions around {subject} show a harsh turning current interacting with patchy exploratory flow, producing variable patterns. A a cooling shadow line overhead is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while using light flexibility, and avoid unnecessary risks"
"Disgust","Curiosity","Joy","{{subject}} evokes feelings of an inner no that turn you away, blended with steady interest and shaded by warm lift. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the interest, and let the warmth soften the edges so you can stay present without forcing anything.","0.0","Mixed / Neutral","seed_genres=industrial,noise&target_valence=0.50&target_energy=0.50","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel curious, exploratory energy, and coloring warm, uplifting tone. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.50&target_energy=0.50. Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with light curious drift, producing variable patterns. A a quiet bright layer above is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while using light flexibility, and allow things to warm gradually"
"Disgust","Curiosity","Withdrawing","{{subject}} evokes feelings of an inner no that turn you away, blended with steady interest and shaded by a need for space. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the interest, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.","-0.24","Gently Negative","seed_genres=industrial,noise&target_valence=0.38&target_energy=0.48","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel curious, exploratory energy, and coloring distant, spacious feeling. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.38&target_energy=0.48. Return the single best matching track.","Atmospheric conditions around {subject} show a harsh turning current interacting with restless tilting currents, producing variable patterns. A an open still band on the horizon is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while using light flexibility, and maintain extra space"
"Disgust","Curiosity","Sadness","{{subject}} evokes feelings of an inner no that turn you away, blended with steady interest and shaded by soft heaviness. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the interest, and treat the heaviness as a signal to slow down and stay close to what really matters here.","-0.4","Gently Negative","seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel curious, exploratory energy, and coloring slow, melancholic mood. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46. Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with light curious drift, producing variable patterns. A a tender gray overcast above is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while using light flexibility, and keep demands low"
"Disgust","Curiosity","Surprise","{{subject}} evokes feelings of an inner no that turn you away, blended with steady interest and shaded by a sharp jolt. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the interest, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.","-0.2","Gently Negative","seed_genres=industrial,noise&target_valence=0.40&target_energy=0.48","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel curious, exploratory energy, and coloring sudden, shifting feel. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.40&target_energy=0.48. Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with restless tilting currents, producing variable patterns. A a patchy scattering pattern aloft is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while using light flexibility, and stay ready for shifts"
"Disgust","Dropping","Anger","{{subject}} evokes feelings of an inner no that turn you away, blended with a small collapse inside and shaded by protective heat. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the the collapse, and let the heat help you name what is okay and what is not as you relate to {subject}.","-1.0","Strongly Negative","seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel fragile, sinking tone, and coloring intense, boundary-protective energy. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40. Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with a fading underside layer, producing variable patterns. A a heated residue trailing the system is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while making minimal commitments, and hold a firm stance"
"Disgust","Dropping","Curiosity","{{subject}} evokes feelings of an inner no that turn you away, blended with a small collapse inside and shaded by steady interest. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the the collapse, and let the interest gently invite you to stay curious without rushing your next move.","-0.6000000000000000","Strongly Negative","seed_genres=industrial,noise&target_valence=0.20&target_energy=0.44","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel fragile, sinking tone, and coloring curious, exploratory energy. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.20&target_energy=0.44. Return the single best matching track.","Atmospheric conditions around {subject} show a harsh turning current interacting with a fading underside layer, producing variable patterns. A thin curiosity haze is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while making minimal commitments, and allow room for new information"
"Disgust","Dropping","Fear","{{subject}} evokes feelings of an inner no that turn you away, blended with a small collapse inside and shaded by tight caution. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the the collapse, and honor the caution by moving in small steps and checking what feels safe as you go.","-1.0","Strongly Negative","seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel fragile, sinking tone, and coloring tense, cautious mood. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40. Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with sinking trailing clouds, producing variable patterns. A a narrow watchful band at higher levels is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while making minimal commitments, and avoid unnecessary risks"
"Disgust","Dropping","Joy","{{subject}} evokes feelings of an inner no that turn you away, blended with a small collapse inside and shaded by warm lift. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the the collapse, and let the warmth soften the edges so you can stay present without forcing anything.","-0.6000000000000000","Strongly Negative","seed_genres=industrial,noise&target_valence=0.20&target_energy=0.44","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel fragile, sinking tone, and coloring warm, uplifting tone. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.20&target_energy=0.44. Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with sinking trailing clouds, producing variable patterns. A a quiet bright layer above is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while making minimal commitments, and allow things to warm gradually"
"Disgust","Dropping","Withdrawing","{{subject}} evokes feelings of an inner no that turn you away, blended with a small collapse inside and shaded by a need for space. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the the collapse, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.","-0.8400000000000000","Strongly Negative","seed_genres=industrial,noise&target_valence=0.08&target_energy=0.42","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel fragile, sinking tone, and coloring distant, spacious feeling. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.08&target_energy=0.42. Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with low drifting haze, producing variable patterns. A an open still band on the horizon is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while making minimal commitments, and maintain extra space"
"Disgust","Dropping","Sadness","{{subject}} evokes feelings of an inner no that turn you away, blended with a small collapse inside and shaded by soft heaviness. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the the collapse, and treat the heaviness as a signal to slow down and stay close to what really matters here.","-1.0","Strongly Negative","seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel fragile, sinking tone, and coloring slow, melancholic mood. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40. Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with a fading underside layer, producing variable patterns. A a tender gray overcast above is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while making minimal commitments, and keep demands low"
"Disgust","Dropping","Surprise","{{subject}} evokes feelings of an inner no that turn you away, blended with a small collapse inside and shaded by a sharp jolt. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the the collapse, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.","-0.8","Strongly Negative","seed_genres=industrial,noise&target_valence=0.10&target_energy=0.42","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel fragile, sinking tone, and coloring sudden, shifting feel. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.10&target_energy=0.42. Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with a fading underside layer, producing variable patterns. A a patchy scattering pattern aloft is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while making minimal commitments, and stay ready for shifts"
"Disgust","Fear","Anger","{{subject}} evokes feelings of an inner no that turn you away, blended with tight caution and shaded by protective heat. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the caution, and let the heat help you name what is okay and what is not as you relate to {subject}.","-1.0","Strongly Negative","seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel tense, cautious mood, and coloring intense, boundary-protective energy. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40. Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with tightening cool layers, producing variable patterns. A a heated residue trailing the system is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while checking conditions, and hold a firm stance"
"Disgust","Fear","Curiosity","{{subject}} evokes feelings of an inner no that turn you away, blended with tight caution and shaded by steady interest. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the caution, and let the interest gently invite you to stay curious without rushing your next move.","-0.6000000000000000","Strongly Negative","seed_genres=industrial,noise&target_valence=0.20&target_energy=0.44","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel tense, cautious mood, and coloring curious, exploratory energy. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.20&target_energy=0.44. Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with tightening cool layers, producing variable patterns. A thin curiosity haze is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while checking conditions, and allow room for new information"
"Disgust","Fear","Dropping","{{subject}} evokes feelings of an inner no that turn you away, blended with tight caution and shaded by a small collapse inside. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the caution, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.","-1.0","Strongly Negative","seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel tense, cautious mood, and coloring fragile, sinking tone. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40. Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with a narrow cautious band, producing variable patterns. A a low dim undertone in the field is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while checking conditions, and delay irreversible decisions"
"Disgust","Fear","Joy","{{subject}} evokes feelings of an inner no that turn you away, blended with tight caution and shaded by warm lift. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the caution, and let the warmth soften the edges so you can stay present without forcing anything.","-0.6000000000000000","Strongly Negative","seed_genres=industrial,noise&target_valence=0.20&target_energy=0.44","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel tense, cautious mood, and coloring warm, uplifting tone. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.20&target_energy=0.44. Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with a cautious, constricting flow, producing variable patterns. A a soft warming undercurrent is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while checking conditions, and allow things to warm gradually"
"Disgust","Fear","Withdrawing","{{subject}} evokes feelings of an inner no that turn you away, blended with tight caution and shaded by a need for space. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the caution, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.","-0.8400000000000000","Strongly Negative","seed_genres=industrial,noise&target_valence=0.08&target_energy=0.42","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel tense, cautious mood, and coloring distant, spacious feeling. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.08&target_energy=0.42. Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with tightening cool layers, producing variable patterns. A an open still band on the horizon is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while checking conditions, and maintain extra space"
"Disgust","Fear","Sadness","{{subject}} evokes feelings of an inner no that turn you away, blended with tight caution and shaded by soft heaviness. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the caution, and treat the heaviness as a signal to slow down and stay close to what really matters here.","-1.0","Strongly Negative","seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel tense, cautious mood, and coloring slow, melancholic mood. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40. Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with tightening cool layers, producing variable patterns. A a soft descending mist layer is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while checking conditions, and keep demands low"
"Disgust","Fear","Surprise","{{subject}} evokes feelings of an inner no that turn you away, blended with tight caution and shaded by a sharp jolt. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the caution, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.","-0.8","Strongly Negative","seed_genres=industrial,noise&target_valence=0.10&target_energy=0.42","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel tense, cautious mood, and coloring sudden, shifting feel. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.10&target_energy=0.42. Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with a narrow cautious band, producing variable patterns. A a brief flicker in the upper air is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while checking conditions, and stay ready for shifts"
"Disgust","Joy","Anger","{{subject}} evokes feelings of an inner no that turn you away, blended with warm lift and shaded by protective heat. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the warmth, and let the heat help you name what is okay and what is not as you relate to {subject}.","-0.4","Gently Negative","seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel warm, uplifting tone, and coloring intense, boundary-protective energy. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46. Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with a mild brightening trend, producing variable patterns. A a heated residue trailing the system is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while staying open to connection, and hold a firm stance"
"Disgust","Joy","Curiosity","{{subject}} evokes feelings of an inner no that turn you away, blended with warm lift and shaded by steady interest. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the warmth, and let the interest gently invite you to stay curious without rushing your next move.","0.0","Mixed / Neutral","seed_genres=industrial,noise&target_valence=0.50&target_energy=0.50","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel warm, uplifting tone, and coloring curious, exploratory energy. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.50&target_energy=0.50. Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with soft warming air, producing variable patterns. A thin curiosity haze is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while staying open to connection, and allow room for new information"
"Disgust","Joy","Dropping","{{subject}} evokes feelings of an inner no that turn you away, blended with warm lift and shaded by a small collapse inside. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the warmth, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.","-0.4","Gently Negative","seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel warm, uplifting tone, and coloring fragile, sinking tone. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46. Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with a mild brightening trend, producing variable patterns. A a settling hush near the ground is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while staying open to connection, and delay irreversible decisions"
"Disgust","Joy","Fear","{{subject}} evokes feelings of an inner no that turn you away, blended with warm lift and shaded by tight caution. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the warmth, and honor the caution by moving in small steps and checking what feels safe as you go.","-0.4","Gently Negative","seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel warm, uplifting tone, and coloring tense, cautious mood. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46. Return the single best matching track.","Atmospheric conditions around {subject} show a harsh turning current interacting with soft warming air, producing variable patterns. A a narrow watchful band at higher levels is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while staying open to connection, and avoid unnecessary risks"
"Disgust","Joy","Withdrawing","{{subject}} evokes feelings of an inner no that turn you away, blended with warm lift and shaded by a need for space. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the warmth, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.","-0.24","Gently Negative","seed_genres=industrial,noise&target_valence=0.38&target_energy=0.48","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel warm, uplifting tone, and coloring distant, spacious feeling. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.38&target_energy=0.48. Return the single best matching track.","Atmospheric conditions around {subject} show a harsh turning current interacting with a mild brightening trend, producing variable patterns. A a broad quiet layer at the margins is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while staying open to connection, and maintain extra space"
"Disgust","Joy","Sadness","{{subject}} evokes feelings of an inner no that turn you away, blended with warm lift and shaded by soft heaviness. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the warmth, and treat the heaviness as a signal to slow down and stay close to what really matters here.","-0.4","Gently Negative","seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel warm, uplifting tone, and coloring slow, melancholic mood. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46. Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with gentle lifting pockets, producing variable patterns. A a soft descending mist layer is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while staying open to connection, and keep demands low"
"Disgust","Joy","Surprise","{{subject}} evokes feelings of an inner no that turn you away, blended with warm lift and shaded by a sharp jolt. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the warmth, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.","-0.2","Gently Negative","seed_genres=industrial,noise&target_valence=0.40&target_energy=0.48","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel warm, uplifting tone, and coloring sudden, shifting feel. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.40&target_energy=0.48. Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with soft warming air, producing variable patterns. A a patchy scattering pattern aloft is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while staying open to connection, and stay ready for shifts"
"Disgust","Withdrawing","Anger","{{subject}} evokes feelings of an inner no that turn you away, blended with a need for space and shaded by protective heat. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the the need for space, and let the heat help you name what is okay and what is not as you relate to {subject}.","-0.76","Strongly Negative","seed_genres=industrial,noise&target_valence=0.12&target_energy=0.42","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel distant, spacious feeling, and coloring intense, boundary-protective energy. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.12&target_energy=0.42. Return the single best matching track.","Atmospheric conditions around {subject} show a harsh turning current interacting with a broad retreating zone, producing variable patterns. A a heated residue trailing the system is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while reducing engagement, and hold a firm stance"
"Disgust","Withdrawing","Curiosity","{{subject}} evokes feelings of an inner no that turn you away, blended with a need for space and shaded by steady interest. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the the need for space, and let the interest gently invite you to stay curious without rushing your next move.","-0.36","Gently Negative","seed_genres=industrial,noise&target_valence=0.32&target_energy=0.46","Using the Spotify Recommendations API, find one track that feels related to {subject} and matches this emotional profile: primary feel harsh, rejecting tone, secondary feel distant, spacious feeling, and coloring curious, exploratory energy. Use these parameters when possible: seed_genres=industrial,noise&target_valence=0.32&target_energy=0.46. Return the single best matching track.","Atmospheric conditions around {subject} show a harsh turning current interacting with expanding empty pockets, producing variable patterns. A a light exploratory shimmer aloft is expected to persist through the period, shaping the overall outlook for this area.","filter and avoid, while reducing engagement, and allow room for new information"
