Affect1,Affect2,Affect3,subject,pronoun,approach,valence_raw,valence_category,spotify_seed,spotify_prompt,weather,feeling,Feeling 2
Curiosity,Sadness,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with soft heaviness, and colored by a small collapse inside. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the heaviness, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",0.0,Mixed / Neutral,"seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60","Using the Spotify Search API, find one track that evokes the feeling of ""Quiet Question"". Return the single best matching track.","Atmospheric conditions around {subject} show a rising exploratory current interacting with muted rain bands, producing variable patterns. A a settling hush near the ground is expected to persist through the period, shaping the overall outlook for this area.",Question | Grieving | Quiet,The Hushed Muted Riddle
Curiosity,Sadness,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with soft heaviness, and colored by tight caution. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the heaviness, and honor the caution by moving in small steps and checking what feels safe as you go.",0.0,Mixed / Neutral,"seed_genres=indie-rock,art-pop&target_valence=0.50&target_energy=0.60","Using the Spotify Search API, find one track that evokes the feeling of ""Cautious Question"". Return the single best matching track.","Atmospheric conditions around {subject} show a rising exploratory current interacting with muted rain bands, producing variable patterns. A a narrow watchful band at higher levels is expected to persist through the period, shaping the overall outlook for this area.",Question | Grieving | Cautious,The Careful Guarded Puzzle
Curiosity,Sadness,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with soft heaviness, and colored by warm lift. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the heaviness, and let the warmth soften the edges so you can stay present without forcing anything.",0.4,Gently Positive,"seed_genres=indie-rock,art-pop&target_valence=0.70&target_energy=0.64","Using the Spotify Search API, find one track that evokes the feeling of ""Open Question"". Return the single best matching track.","Atmospheric conditions around {subject} show a rising exploratory current interacting with a damp, heavy drift, producing variable patterns. A a soft warming undercurrent is expected to persist through the period, shaping the overall outlook for this area.",Question | Grieving | Open,The Bright Open Mystery
Curiosity,Sadness,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with soft heaviness, and colored by a need for space. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the heaviness, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",0.16,Gently Positive,"seed_genres=indie-rock,art-pop&target_valence=0.58&target_energy=0.62","Using the Spotify Search API, find one track that evokes the feeling of ""Objective Question"". Return the single best matching track.","Atmospheric conditions around {subject} show a shifting inquiry front interacting with slow trailing showers, producing variable patterns. A a broad quiet layer at the margins is expected to persist through the period, shaping the overall outlook for this area.",Question | Grieving | Objective,The Plain Neutral Enigma
Curiosity,Sadness,Surprise,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with soft heaviness, and colored by a sharp jolt. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the heaviness, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.",0.2,Gently Positive,"seed_genres=indie-rock,art-pop&target_valence=0.60&target_energy=0.62","Using the Spotify Search API, find one track that evokes the feeling of ""New Question"". Return the single best matching track.","Atmospheric conditions around {subject} show a rising exploratory current interacting with a damp, heavy drift, producing variable patterns. A a brief flicker in the upper air is expected to persist through the period, shaping the overall outlook for this area.",Question | Grieving | New,The Crisp Sparkling Question
Curiosity,Surprise,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with a sharp jolt, and colored by protective heat. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the the jolt, and let the heat help you name what is okay and what is not as you relate to {subject}.",0.3,Gently Positive,"seed_genres=indie-rock,art-pop&target_valence=0.65&target_energy=0.63","Using the Spotify Search API, find one track that evokes the feeling of ""Firm Question"". Return the single best matching track.","Atmospheric conditions around {subject} show a rising exploratory current interacting with scattered short bursts, producing variable patterns. A a thin aggressive echo aloft is expected to persist through the period, shaping the overall outlook for this area.",Question | Clearing | Firm,The Resolved Steady Inquiry
Curiosity,Surprise,Disgust,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with a sharp jolt, and colored by an inner no. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the the jolt, and use the the inner no to sort what belongs close and what needs more distance.",0.3,Gently Positive,"seed_genres=indie-rock,art-pop&target_valence=0.65&target_energy=0.63","Using the Spotify Search API, find one track that evokes the feeling of ""Decisive Question"". Return the single best matching track.","Atmospheric conditions around {subject} show a light searching flow interacting with broken, shifting patches, producing variable patterns. A a thin acidic drift at altitude is expected to persist through the period, shaping the overall outlook for this area.",Question | Clearing | Decisive,The Sure Clear Riddle
Curiosity,Surprise,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with a sharp jolt, and colored by a small collapse inside. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the the jolt, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",0.3,Gently Positive,"seed_genres=indie-rock,art-pop&target_valence=0.65&target_energy=0.63","Using the Spotify Search API, find one track that evokes the feeling of ""Quiet Question"". Return the single best matching track.","Atmospheric conditions around {subject} show a shifting inquiry front interacting with brief unexpected shifts, producing variable patterns. A a settling hush near the ground is expected to persist through the period, shaping the overall outlook for this area.",Question | Clearing | Quiet,The Soft Restful Puzzle
Curiosity,Surprise,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with a sharp jolt, and colored by tight caution. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the the jolt, and honor the caution by moving in small steps and checking what feels safe as you go.",0.3,Gently Positive,"seed_genres=indie-rock,art-pop&target_valence=0.65&target_energy=0.63","Using the Spotify Search API, find one track that evokes the feeling of ""Cautious Question"". Return the single best matching track.","Atmospheric conditions around {subject} show a light searching flow interacting with scattered short bursts, producing variable patterns. A a narrow watchful band at higher levels is expected to persist through the period, shaping the overall outlook for this area.",Question | Clearing | Cautious,The Measured Considerate Mystery
Curiosity,Surprise,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with a sharp jolt, and colored by warm lift. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the the jolt, and let the warmth soften the edges so you can stay present without forcing anything.",0.7,Strongly Positive,"seed_genres=indie-rock,art-pop&target_valence=0.85&target_energy=0.67","Using the Spotify Search API, find one track that evokes the feeling of ""Open Question"". Return the single best matching track.","Atmospheric conditions around {subject} show a light searching flow interacting with broken, shifting patches, producing variable patterns. A a quiet bright layer above is expected to persist through the period, shaping the overall outlook for this area.",Question | Clearing | Open,The Welcoming Unfolding Enigma
Curiosity,Surprise,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with a sharp jolt, and colored by a need for space. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the the jolt, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",0.4600000000000000,Strongly Positive,"seed_genres=indie-rock,art-pop&target_valence=0.73&target_energy=0.65","Using the Spotify Search API, find one track that evokes the feeling of ""Objective Question"". Return the single best matching track.","Atmospheric conditions around {subject} show a shifting inquiry front interacting with brief unexpected shifts, producing variable patterns. A a broad quiet layer at the margins is expected to persist through the period, shaping the overall outlook for this area.",Question | Clearing | Objective,The Cool Simple Question
Curiosity,Surprise,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of steady interest reaching toward something, woven together with a sharp jolt, and colored by soft heaviness. It can feel like being drawn in while your body also tracks how safe or costly that pull might be.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the interest and the the jolt, and treat the heaviness as a signal to slow down and stay close to what really matters here.",0.3,Gently Positive,"seed_genres=indie-rock,art-pop&target_valence=0.65&target_energy=0.63","Using the Spotify Search API, find one track that evokes the feeling of ""Tender Question"". Return the single best matching track.","Atmospheric conditions around {subject} show a shifting inquiry front interacting with broken, shifting patches, producing variable patterns. A a soft descending mist layer is expected to persist through the period, shaping the overall outlook for this area.",Question | Clearing | Tender,The Gentle Soft Inquiry
Disgust,Anger,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with protective heat and shaded by steady interest. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the heat, and let the interest gently invite you to stay curious without rushing your next move.",-0.6000000000000000,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.20&target_energy=0.44","Using the Spotify Search API, find one track that evokes the feeling of ""Flexible Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with a tense, loaded boundary, producing variable patterns. A thin curiosity haze is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Defending | Flexible,The Unsteady Slippery Boundary
Disgust,Anger,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with protective heat and shaded by a small collapse inside. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the heat, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",-1.0,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40","Using the Spotify Search API, find one track that evokes the feeling of ""Quiet Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with a pressing hot strip, producing variable patterns. A a settling hush near the ground is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Defending | Quiet,The Muted Dim Border
Disgust,Anger,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with protective heat and shaded by tight caution. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the heat, and honor the caution by moving in small steps and checking what feels safe as you go.",-1.0,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40","Using the Spotify Search API, find one track that evokes the feeling of ""Cautious Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with a pressing hot strip, producing variable patterns. A a cooling shadow line overhead is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Defending | Cautious,The Edgy Nervous Edge
Disgust,Anger,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with protective heat and shaded by warm lift. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the heat, and let the warmth soften the edges so you can stay present without forcing anything.",-0.6000000000000000,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.20&target_energy=0.44","Using the Spotify Search API, find one track that evokes the feeling of ""Open Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with a tense, loaded boundary, producing variable patterns. A a soft warming undercurrent is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Defending | Open,The Vulnerable Exposed Threshold
Disgust,Anger,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with protective heat and shaded by a need for space. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the heat, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",-0.8400000000000000,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.08&target_energy=0.42","Using the Spotify Search API, find one track that evokes the feeling of ""Objective Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with a tense, loaded boundary, producing variable patterns. A a broad quiet layer at the margins is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Defending | Objective,The Cold Distant Limit
Disgust,Anger,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with protective heat and shaded by soft heaviness. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the heat, and treat the heaviness as a signal to slow down and stay close to what really matters here.",-1.0,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40","Using the Spotify Search API, find one track that evokes the feeling of ""Tender Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with a pressing hot strip, producing variable patterns. A a soft descending mist layer is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Defending | Tender,The Raw Fragile Perimeter
Disgust,Anger,Surprise,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with protective heat and shaded by a sharp jolt. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the heat, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.",-0.8,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.10&target_energy=0.42","Using the Spotify Search API, find one track that evokes the feeling of ""New Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with a pressing hot strip, producing variable patterns. A a brief flicker in the upper air is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Defending | New,The Sharp Harsh Boundary
Disgust,Curiosity,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with steady interest and shaded by protective heat. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the interest, and let the heat help you name what is okay and what is not as you relate to {subject}.",-0.4,Gently Negative,"seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46","Using the Spotify Search API, find one track that evokes the feeling of ""Firm Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with restless tilting currents, producing variable patterns. A a thin aggressive echo aloft is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Exploring | Firm,The Hard Unyielding Border
Disgust,Curiosity,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with steady interest and shaded by a small collapse inside. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the interest, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",-0.4,Gently Negative,"seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46","Using the Spotify Search API, find one track that evokes the feeling of ""Quiet Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with patchy exploratory flow, producing variable patterns. A a low dim undertone in the field is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Exploring | Quiet,The Low Smothered Edge
Disgust,Curiosity,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with steady interest and shaded by tight caution. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the interest, and honor the caution by moving in small steps and checking what feels safe as you go.",-0.4,Gently Negative,"seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46","Using the Spotify Search API, find one track that evokes the feeling of ""Cautious Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show a harsh turning current interacting with patchy exploratory flow, producing variable patterns. A a cooling shadow line overhead is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Exploring | Cautious,The Guarded Tight Threshold
Disgust,Curiosity,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with steady interest and shaded by warm lift. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the interest, and let the warmth soften the edges so you can stay present without forcing anything.",0.0,Mixed / Neutral,"seed_genres=industrial,noise&target_valence=0.50&target_energy=0.50","Using the Spotify Search API, find one track that evokes the feeling of ""Open Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with light curious drift, producing variable patterns. A a quiet bright layer above is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Exploring | Open,The Wide Simple Limit
Disgust,Curiosity,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with steady interest and shaded by a need for space. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the interest, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",-0.24,Gently Negative,"seed_genres=industrial,noise&target_valence=0.38&target_energy=0.48","Using the Spotify Search API, find one track that evokes the feeling of ""Objective Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show a harsh turning current interacting with restless tilting currents, producing variable patterns. A an open still band on the horizon is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Exploring | Objective,The Cool Removed Perimeter
Disgust,Curiosity,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with steady interest and shaded by soft heaviness. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the interest, and treat the heaviness as a signal to slow down and stay close to what really matters here.",-0.4,Gently Negative,"seed_genres=industrial,noise&target_valence=0.30&target_energy=0.46","Using the Spotify Search API, find one track that evokes the feeling of ""Tender Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with light curious drift, producing variable patterns. A a tender gray overcast above is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Exploring | Tender,The Exposed Frayed Boundary
Disgust,Curiosity,Surprise,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with steady interest and shaded by a sharp jolt. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the interest, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.",-0.2,Gently Negative,"seed_genres=industrial,noise&target_valence=0.40&target_energy=0.48","Using the Spotify Search API, find one track that evokes the feeling of ""New Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with restless tilting currents, producing variable patterns. A a patchy scattering pattern aloft is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Exploring | New,The Jarring Abrupt Border
Disgust,Dropping,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with a small collapse inside and shaded by protective heat. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the the collapse, and let the heat help you name what is okay and what is not as you relate to {subject}.",-1.0,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40","Using the Spotify Search API, find one track that evokes the feeling of ""Firm Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with a fading underside layer, producing variable patterns. A a heated residue trailing the system is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Yielding | Firm,The Fixed Rigid Edge
Disgust,Dropping,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with a small collapse inside and shaded by steady interest. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the the collapse, and let the interest gently invite you to stay curious without rushing your next move.",-0.6000000000000000,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.20&target_energy=0.44","Using the Spotify Search API, find one track that evokes the feeling of ""Flexible Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show a harsh turning current interacting with a fading underside layer, producing variable patterns. A thin curiosity haze is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Yielding | Flexible,The Shifting Tense Threshold
Disgust,Dropping,Fear,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with a small collapse inside and shaded by tight caution. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the the collapse, and honor the caution by moving in small steps and checking what feels safe as you go.",-1.0,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40","Using the Spotify Search API, find one track that evokes the feeling of ""Cautious Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with sinking trailing clouds, producing variable patterns. A a narrow watchful band at higher levels is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Yielding | Cautious,The Watchful Wary Limit
Disgust,Dropping,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with a small collapse inside and shaded by warm lift. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the the collapse, and let the warmth soften the edges so you can stay present without forcing anything.",-0.6000000000000000,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.20&target_energy=0.44","Using the Spotify Search API, find one track that evokes the feeling of ""Open Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with sinking trailing clouds, producing variable patterns. A a quiet bright layer above is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Yielding | Open,The Thin Vulnerable Perimeter
Disgust,Dropping,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with a small collapse inside and shaded by a need for space. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the the collapse, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",-0.8400000000000000,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.08&target_energy=0.42","Using the Spotify Search API, find one track that evokes the feeling of ""Objective Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with low drifting haze, producing variable patterns. A an open still band on the horizon is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Yielding | Objective,The Flat Blank Boundary
Disgust,Dropping,Sadness,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with a small collapse inside and shaded by soft heaviness. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the the collapse, and treat the heaviness as a signal to slow down and stay close to what really matters here.",-1.0,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40","Using the Spotify Search API, find one track that evokes the feeling of ""Tender Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with a fading underside layer, producing variable patterns. A a tender gray overcast above is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Yielding | Tender,The Sore Bruised Border
Disgust,Dropping,Surprise,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with a small collapse inside and shaded by a sharp jolt. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the the collapse, and use the the jolt as a brief pause to reset, then decide what pace actually feels right.",-0.8,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.10&target_energy=0.42","Using the Spotify Search API, find one track that evokes the feeling of ""New Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with a fading underside layer, producing variable patterns. A a patchy scattering pattern aloft is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Yielding | New,The Sudden Startling Edge
Disgust,Fear,Anger,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with tight caution and shaded by protective heat. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the caution, and let the heat help you name what is okay and what is not as you relate to {subject}.",-1.0,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40","Using the Spotify Search API, find one track that evokes the feeling of ""Firm Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with tightening cool layers, producing variable patterns. A a heated residue trailing the system is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Protecting | Firm,The Hard Unyielding Threshold
Disgust,Fear,Curiosity,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with tight caution and shaded by steady interest. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the caution, and let the interest gently invite you to stay curious without rushing your next move.",-0.6000000000000000,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.20&target_energy=0.44","Using the Spotify Search API, find one track that evokes the feeling of ""Flexible Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with tightening cool layers, producing variable patterns. A thin curiosity haze is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Protecting | Flexible,The Uneasy Wavering Limit
Disgust,Fear,Dropping,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with tight caution and shaded by a small collapse inside. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the caution, and let the the collapse remind you to move gently and offer yourself a bit more support around {subject}.",-1.0,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.00&target_energy=0.40","Using the Spotify Search API, find one track that evokes the feeling of ""Quiet Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with a narrow cautious band, producing variable patterns. A a low dim undertone in the field is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Protecting | Quiet,The Hushed Sinking Perimeter
Disgust,Fear,Joy,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with tight caution and shaded by warm lift. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the caution, and let the warmth soften the edges so you can stay present without forcing anything.",-0.6000000000000000,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.20&target_energy=0.44","Using the Spotify Search API, find one track that evokes the feeling of ""Open Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show a rough abrasive wind interacting with a cautious, constricting flow, producing variable patterns. A a soft warming undercurrent is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Protecting | Open,The Exposed Bare Boundary
Disgust,Fear,Withdrawing,{{subject}},{{pronoun}},"{{subject}} evokes feelings of an inner no that turn you away, blended with tight caution and shaded by a need for space. Your body may be saying this is not quite right, even while part of you stays engaged.

You might begin by simply noticing these responses in your body without arguing with them. From there, give some room to the the inner no and the caution, and honor the the need for space by giving yourself room to breathe before deciding what you want to do.",-0.8400000000000000,Strongly Negative,"seed_genres=industrial,noise&target_valence=0.08&target_energy=0.42","Using the Spotify Search API, find one track that evokes the feeling of ""Objective Boundary"". Return the single best matching track.","Atmospheric conditions around {subject} show an unstable, sour air mass interacting with tightening cool layers, producing variable patterns. A an open still band on the horizon is expected to persist through the period, shaping the overall outlook for this area.",Boundary | Protecting | Objective,The Cold Distant Border
